"subject_id","X1__0","X2__0","X3__0","X4__0","X5__0","X1__1","X2__1","X3__1","X4__1","X5__1","X1__2","X2__2","X3__2","X4__2","X5__2","X1__3","X2__3","X3__3","X4__3","X5__3","X1__4","X2__4","X3__4","X4__4","X5__4","X1__5","X2__5","X3__5","X4__5","X5__5"
"25","6.0","48.0","96.0","15.0","8.0","6.0","76.0","96.0","20.0","26.0","74.0","18.0","24.0","15.0","34.0","6.0","76.0","24.0","36.0","34.0","6.0","18.0","70.0","36.0","34.0","74.0","18.0","70.0","36.0","8.0"
"26","89.0","48.0","96.0","15.0","8.0","74.0","48.0","96.0","29.0","26.0","74.0","18.0","96.0","20.0","26.0","74.0","18.0","24.0","36.0","57.0","74.0","18.0","96.0","20.0","57.0","6.0","77.0","56.0","20.0","57.0"
"27","6.0","77.0","56.0","15.0","57.0","74.0","76.0","24.0","29.0","57.0","6.0","18.0","96.0","20.0","57.0","6.0","77.0","70.0","20.0","26.0","6.0","48.0","24.0","29.0","34.0","74.0","18.0","96.0","20.0","26.0"
"28","89.0","77.0","96.0","15.0","34.0","6.0","48.0","96.0","29.0","34.0","74.0","76.0","96.0","20.0","26.0","6.0","18.0","96.0","29.0","57.0","6.0","18.0","56.0","15.0","57.0","6.0","76.0","24.0","20.0","34.0"
"29","89.0","77.0","96.0","15.0","8.0","6.0","48.0","96.0","15.0","26.0","74.0","18.0","96.0","15.0","57.0","74.0","76.0","70.0","20.0","26.0","6.0","76.0","70.0","20.0","26.0","74.0","76.0","70.0","36.0","34.0"
"30","6.0","77.0","56.0","29.0","57.0","6.0","76.0","96.0","36.0","34.0","74.0","76.0","96.0","20.0","57.0","74.0","76.0","70.0","36.0","57.0","6.0","48.0","24.0","36.0","57.0","6.0","76.0","96.0","20.0","34.0"
"31","6.0","77.0","96.0","15.0","8.0","6.0","48.0","24.0","15.0","34.0","6.0","18.0","96.0","29.0","57.0","74.0","18.0","96.0","20.0","34.0","74.0","76.0","70.0","15.0","57.0","6.0","77.0","70.0","15.0","34.0"
"32","6.0","77.0","96.0","29.0","34.0","74.0","18.0","96.0","20.0","26.0","74.0","76.0","24.0","36.0","57.0","6.0","18.0","96.0","20.0","34.0","6.0","18.0","70.0","36.0","26.0","74.0","77.0","56.0","36.0","57.0"
"33","6.0","18.0","24.0","29.0","26.0","6.0","76.0","56.0","29.0","26.0","74.0","18.0","96.0","20.0","26.0","74.0","76.0","70.0","20.0","34.0","74.0","77.0","70.0","29.0","34.0","74.0","18.0","56.0","36.0","8.0"
"34","49.0","48.0","56.0","29.0","57.0","6.0","48.0","96.0","15.0","34.0","6.0","76.0","96.0","29.0","26.0","89.0","48.0","24.0","29.0","57.0","74.0","48.0","70.0","15.0","26.0","6.0","76.0","70.0","29.0","34.0"
"35","6.0","77.0","56.0","20.0","8.0","6.0","48.0","24.0","20.0","57.0","6.0","18.0","96.0","20.0","57.0","6.0","48.0","70.0","36.0","8.0","49.0","18.0","24.0","36.0","57.0","89.0","76.0","70.0","20.0","34.0"
"36","74.0","76.0","96.0","36.0","57.0","6.0","76.0","70.0","20.0","34.0","6.0","18.0","56.0","29.0","57.0","6.0","48.0","56.0","36.0","57.0","6.0","18.0","96.0","20.0","57.0","6.0","18.0","56.0","36.0","57.0"
"37","49.0","48.0","96.0","15.0","8.0","6.0","76.0","24.0","15.0","57.0","74.0","18.0","96.0","20.0","8.0","6.0","48.0","70.0","20.0","8.0","74.0","48.0","96.0","20.0","34.0","6.0","48.0","24.0","15.0","57.0"
"38","6.0","77.0","96.0","29.0","57.0","74.0","18.0","96.0","36.0","26.0","6.0","18.0","96.0","36.0","34.0","74.0","48.0","70.0","36.0","8.0","74.0","48.0","24.0","36.0","57.0","74.0","76.0","24.0","36.0","57.0"
"39","89.0","48.0","96.0","15.0","8.0","74.0","18.0","24.0","29.0","57.0","6.0","48.0","70.0","20.0","34.0","6.0","76.0","24.0","15.0","57.0","6.0","48.0","70.0","36.0","34.0","74.0","48.0","24.0","20.0","57.0"
"40","89.0","77.0","96.0","29.0","57.0","6.0","18.0","24.0","36.0","57.0","6.0","18.0","56.0","15.0","26.0","6.0","76.0","70.0","36.0","34.0","74.0","76.0","96.0","20.0","26.0","6.0","77.0","56.0","36.0","57.0"
"41","6.0","18.0","56.0","15.0","57.0","6.0","76.0","24.0","20.0","34.0","6.0","77.0","56.0","36.0","57.0","6.0","76.0","24.0","20.0","57.0","6.0","18.0","96.0","20.0","57.0","6.0","76.0","56.0","36.0","26.0"
"42","49.0","77.0","56.0","15.0","34.0","6.0","77.0","96.0","15.0","34.0","74.0","18.0","24.0","20.0","26.0","74.0","18.0","56.0","29.0","34.0","74.0","18.0","56.0","36.0","26.0","6.0","48.0","24.0","36.0","34.0"
"43","49.0","77.0","70.0","15.0","34.0","6.0","48.0","96.0","20.0","34.0","49.0","48.0","96.0","20.0","57.0","6.0","18.0","24.0","20.0","57.0","6.0","48.0","70.0","36.0","8.0","49.0","18.0","24.0","29.0","57.0"
"44","89.0","48.0","96.0","29.0","34.0","6.0","48.0","96.0","20.0","57.0","6.0","76.0","96.0","20.0","34.0","6.0","18.0","70.0","36.0","8.0","74.0","48.0","70.0","36.0","26.0","6.0","76.0","70.0","20.0","26.0"
"45","6.0","77.0","96.0","29.0","57.0","6.0","48.0","24.0","36.0","34.0","6.0","18.0","70.0","36.0","34.0","74.0","18.0","56.0","15.0","26.0","6.0","76.0","70.0","20.0","34.0","6.0","76.0","96.0","20.0","57.0"
"46","6.0","48.0","96.0","29.0","34.0","6.0","18.0","96.0","29.0","26.0","6.0","18.0","56.0","29.0","57.0","6.0","76.0","56.0","36.0","26.0","6.0","77.0","70.0","36.0","34.0","74.0","76.0","96.0","20.0","26.0"
"47","49.0","77.0","56.0","29.0","34.0","6.0","77.0","24.0","29.0","57.0","6.0","18.0","24.0","15.0","34.0","6.0","76.0","70.0","20.0","57.0","49.0","48.0","70.0","20.0","34.0","74.0","76.0","24.0","29.0","34.0"
"48","89.0","48.0","96.0","29.0","26.0","6.0","48.0","96.0","20.0","26.0","6.0","76.0","96.0","20.0","57.0","74.0","18.0","70.0","36.0","34.0","74.0","77.0","56.0","20.0","26.0","6.0","76.0","70.0","20.0","57.0"
"49","49.0","18.0","56.0","36.0","34.0","74.0","77.0","70.0","20.0","8.0","74.0","76.0","70.0","15.0","57.0","74.0","77.0","56.0","29.0","57.0","6.0","76.0","24.0","36.0","34.0","6.0","18.0","56.0","36.0","34.0"
"50","89.0","48.0","96.0","29.0","8.0","6.0","48.0","70.0","36.0","34.0","6.0","76.0","96.0","20.0","26.0","74.0","48.0","70.0","36.0","34.0","6.0","18.0","96.0","20.0","34.0","6.0","76.0","96.0","20.0","8.0"
"51","6.0","77.0","70.0","36.0","57.0","74.0","18.0","96.0","29.0","8.0","6.0","48.0","70.0","20.0","34.0","74.0","76.0","24.0","20.0","34.0","6.0","76.0","70.0","20.0","34.0","49.0","18.0","96.0","20.0","57.0"
"52","89.0","48.0","24.0","15.0","57.0","6.0","76.0","96.0","15.0","26.0","74.0","18.0","96.0","20.0","26.0","74.0","18.0","56.0","29.0","26.0","6.0","18.0","96.0","20.0","57.0","6.0","48.0","70.0","36.0","34.0"
"53","49.0","48.0","70.0","15.0","57.0","6.0","77.0","70.0","20.0","34.0","6.0","48.0","24.0","20.0","34.0","6.0","76.0","96.0","20.0","57.0","74.0","76.0","24.0","36.0","57.0","6.0","77.0","56.0","29.0","26.0"
"54","6.0","48.0","96.0","15.0","34.0","74.0","76.0","56.0","36.0","26.0","74.0","76.0","24.0","36.0","8.0","6.0","76.0","24.0","36.0","57.0","6.0","76.0","70.0","36.0","34.0","6.0","48.0","70.0","29.0","57.0"
"55","49.0","48.0","96.0","29.0","57.0","74.0","48.0","96.0","15.0","26.0","6.0","48.0","24.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0","6.0","77.0","70.0","36.0","57.0","74.0","48.0","96.0","15.0","8.0"
"56","49.0","76.0","96.0","15.0","57.0","74.0","48.0","70.0","36.0","34.0","6.0","76.0","70.0","36.0","34.0","74.0","18.0","56.0","29.0","26.0","6.0","18.0","56.0","29.0","57.0","6.0","76.0","96.0","20.0","57.0"
"57","89.0","48.0","56.0","15.0","8.0","6.0","48.0","96.0","15.0","26.0","74.0","76.0","24.0","29.0","57.0","6.0","48.0","70.0","20.0","34.0","49.0","18.0","96.0","20.0","57.0","74.0","77.0","56.0","15.0","57.0"
"58","6.0","48.0","96.0","15.0","8.0","74.0","76.0","96.0","20.0","8.0","6.0","18.0","56.0","29.0","57.0","74.0","18.0","56.0","20.0","26.0","6.0","18.0","56.0","29.0","57.0","74.0","76.0","70.0","36.0","8.0"
"59","49.0","77.0","56.0","29.0","57.0","74.0","77.0","70.0","20.0","34.0","6.0","18.0","70.0","29.0","26.0","6.0","76.0","24.0","36.0","57.0","6.0","48.0","70.0","36.0","34.0","6.0","76.0","70.0","15.0","34.0"
"60","6.0","48.0","56.0","15.0","8.0","6.0","18.0","24.0","15.0","34.0","6.0","48.0","56.0","36.0","26.0","6.0","48.0","70.0","36.0","34.0","6.0","76.0","96.0","20.0","26.0","74.0","76.0","24.0","29.0","57.0"
"61","89.0","77.0","96.0","15.0","8.0","6.0","76.0","96.0","15.0","34.0","6.0","18.0","70.0","36.0","26.0","6.0","18.0","70.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0"
"62","49.0","77.0","96.0","29.0","8.0","6.0","77.0","70.0","15.0","57.0","6.0","77.0","24.0","15.0","34.0","6.0","48.0","56.0","36.0","34.0","6.0","18.0","70.0","36.0","34.0","74.0","18.0","96.0","20.0","57.0"
"63","6.0","48.0","96.0","15.0","8.0","74.0","18.0","96.0","20.0","57.0","6.0","18.0","56.0","36.0","57.0","6.0","48.0","70.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0","74.0","18.0","24.0","29.0","57.0"
"64","74.0","76.0","96.0","29.0","8.0","74.0","48.0","70.0","20.0","34.0","74.0","76.0","70.0","15.0","34.0","6.0","77.0","70.0","20.0","8.0","74.0","76.0","24.0","15.0","34.0","74.0","76.0","70.0","20.0","34.0"
"65","89.0","18.0","56.0","29.0","57.0","74.0","18.0","70.0","29.0","34.0","49.0","48.0","70.0","29.0","26.0","6.0","77.0","96.0","15.0","8.0","6.0","18.0","96.0","20.0","57.0","6.0","48.0","24.0","29.0","26.0"
"66","6.0","77.0","56.0","15.0","8.0","6.0","18.0","24.0","15.0","34.0","6.0","77.0","56.0","36.0","57.0","74.0","76.0","96.0","36.0","26.0","74.0","76.0","96.0","20.0","57.0","6.0","77.0","24.0","36.0","57.0"
"67","89.0","77.0","96.0","15.0","34.0","74.0","18.0","24.0","15.0","57.0","74.0","76.0","70.0","20.0","26.0","74.0","48.0","70.0","36.0","34.0","6.0","18.0","96.0","36.0","26.0","6.0","48.0","70.0","29.0","34.0"
"68","49.0","48.0","96.0","29.0","57.0","6.0","48.0","96.0","36.0","34.0","6.0","76.0","96.0","20.0","57.0","6.0","76.0","96.0","20.0","57.0","74.0","76.0","70.0","36.0","34.0","74.0","48.0","70.0","20.0","57.0"
"69","6.0","48.0","56.0","15.0","8.0","74.0","18.0","96.0","20.0","26.0","6.0","77.0","56.0","29.0","57.0","74.0","18.0","96.0","20.0","26.0","74.0","18.0","96.0","15.0","8.0","6.0","18.0","96.0","20.0","26.0"
"70","89.0","48.0","96.0","29.0","57.0","74.0","76.0","96.0","36.0","26.0","74.0","18.0","56.0","29.0","26.0","74.0","18.0","56.0","36.0","57.0","6.0","76.0","96.0","20.0","57.0","6.0","76.0","24.0","15.0","57.0"
"71","6.0","48.0","56.0","15.0","26.0","6.0","76.0","96.0","20.0","34.0","6.0","18.0","70.0","36.0","8.0","74.0","18.0","56.0","36.0","26.0","6.0","77.0","56.0","36.0","57.0","6.0","76.0","24.0","20.0","57.0"
"72","49.0","48.0","96.0","20.0","8.0","6.0","48.0","96.0","36.0","8.0","74.0","18.0","24.0","20.0","57.0","6.0","77.0","56.0","36.0","57.0","74.0","77.0","70.0","36.0","57.0","6.0","77.0","56.0","36.0","57.0"
"73","89.0","76.0","96.0","15.0","8.0","74.0","18.0","56.0","29.0","26.0","6.0","18.0","96.0","20.0","34.0","6.0","76.0","56.0","15.0","57.0","6.0","48.0","24.0","36.0","26.0","74.0","76.0","24.0","29.0","57.0"
"74","6.0","48.0","96.0","15.0","57.0","6.0","18.0","96.0","29.0","26.0","6.0","48.0","24.0","20.0","57.0","6.0","76.0","96.0","20.0","34.0","6.0","77.0","56.0","36.0","26.0","6.0","18.0","96.0","20.0","34.0"
"75","49.0","48.0","96.0","29.0","34.0","74.0","77.0","70.0","15.0","34.0","6.0","18.0","96.0","15.0","26.0","74.0","48.0","56.0","36.0","26.0","74.0","76.0","96.0","20.0","26.0","74.0","18.0","96.0","15.0","57.0"
"76","6.0","77.0","56.0","29.0","8.0","6.0","48.0","96.0","20.0","34.0","74.0","48.0","70.0","36.0","34.0","6.0","77.0","24.0","36.0","57.0","6.0","77.0","56.0","15.0","57.0","74.0","76.0","96.0","20.0","26.0"
"77","89.0","48.0","56.0","29.0","34.0","74.0","76.0","96.0","36.0","34.0","6.0","18.0","96.0","29.0","57.0","74.0","77.0","70.0","29.0","26.0","74.0","76.0","96.0","20.0","26.0","6.0","18.0","96.0","36.0","57.0"
"78","6.0","77.0","96.0","36.0","57.0","6.0","18.0","56.0","36.0","34.0","6.0","48.0","70.0","36.0","57.0","6.0","18.0","96.0","20.0","34.0","74.0","76.0","70.0","29.0","8.0","74.0","77.0","70.0","20.0","34.0"
"79","6.0","77.0","96.0","15.0","8.0","6.0","76.0","96.0","20.0","34.0","6.0","76.0","24.0","20.0","8.0","89.0","76.0","96.0","20.0","26.0","74.0","18.0","70.0","15.0","34.0","6.0","77.0","24.0","36.0","34.0"
"80","6.0","77.0","70.0","29.0","34.0","74.0","76.0","96.0","20.0","26.0","6.0","48.0","24.0","36.0","34.0","49.0","48.0","96.0","29.0","57.0","6.0","77.0","24.0","29.0","57.0","74.0","76.0","96.0","20.0","26.0"
"81","6.0","48.0","96.0","36.0","34.0","74.0","76.0","56.0","15.0","26.0","6.0","18.0","96.0","20.0","57.0","6.0","77.0","56.0","36.0","57.0","6.0","48.0","70.0","36.0","57.0","6.0","18.0","70.0","36.0","34.0"
"82","6.0","77.0","96.0","15.0","57.0","74.0","76.0","96.0","20.0","26.0","74.0","18.0","96.0","20.0","26.0","6.0","18.0","56.0","29.0","57.0","6.0","76.0","70.0","29.0","34.0","6.0","18.0","70.0","36.0","34.0"
"83","89.0","77.0","96.0","29.0","26.0","6.0","77.0","56.0","15.0","57.0","6.0","48.0","70.0","20.0","34.0","6.0","77.0","96.0","20.0","34.0","6.0","18.0","96.0","36.0","8.0","6.0","48.0","56.0","36.0","57.0"
"84","6.0","77.0","96.0","15.0","34.0","6.0","48.0","96.0","20.0","34.0","89.0","76.0","24.0","20.0","8.0","6.0","76.0","70.0","20.0","8.0","6.0","76.0","24.0","36.0","8.0","74.0","76.0","56.0","15.0","26.0"
"85","89.0","48.0","70.0","29.0","34.0","74.0","48.0","96.0","15.0","34.0","74.0","18.0","96.0","20.0","26.0","89.0","77.0","70.0","20.0","26.0","6.0","18.0","24.0","15.0","8.0","6.0","48.0","70.0","36.0","26.0"
"86","6.0","77.0","56.0","15.0","57.0","74.0","76.0","96.0","29.0","26.0","6.0","76.0","24.0","36.0","57.0","74.0","48.0","70.0","36.0","8.0","6.0","76.0","24.0","29.0","34.0","74.0","76.0","24.0","20.0","26.0"
"87","6.0","77.0","56.0","15.0","57.0","74.0","76.0","56.0","36.0","8.0","74.0","18.0","96.0","20.0","57.0","74.0","76.0","70.0","20.0","34.0","74.0","18.0","96.0","15.0","34.0","6.0","48.0","70.0","29.0","34.0"
"88","89.0","76.0","70.0","15.0","57.0","6.0","18.0","56.0","20.0","26.0","6.0","18.0","96.0","20.0","8.0","89.0","76.0","70.0","36.0","26.0","6.0","76.0","96.0","36.0","57.0","6.0","18.0","70.0","36.0","34.0"
"89","6.0","48.0","96.0","29.0","8.0","74.0","18.0","56.0","36.0","8.0","6.0","76.0","24.0","36.0","34.0","49.0","18.0","70.0","36.0","34.0","74.0","76.0","56.0","36.0","57.0","6.0","18.0","96.0","29.0","34.0"
"90","49.0","48.0","96.0","15.0","8.0","74.0","77.0","70.0","15.0","26.0","6.0","76.0","24.0","36.0","57.0","6.0","18.0","96.0","20.0","26.0","6.0","48.0","70.0","29.0","8.0","6.0","18.0","96.0","20.0","8.0"
"91","6.0","48.0","96.0","15.0","34.0","74.0","76.0","24.0","15.0","57.0","6.0","48.0","70.0","29.0","34.0","6.0","18.0","96.0","20.0","34.0","49.0","77.0","56.0","15.0","57.0","6.0","48.0","24.0","20.0","34.0"
"92","49.0","48.0","96.0","15.0","57.0","74.0","48.0","96.0","36.0","26.0","74.0","18.0","96.0","20.0","26.0","74.0","76.0","70.0","20.0","34.0","6.0","18.0","96.0","36.0","34.0","89.0","18.0","56.0","36.0","57.0"
"93","6.0","77.0","70.0","36.0","57.0","6.0","76.0","24.0","20.0","57.0","6.0","48.0","56.0","15.0","26.0","6.0","48.0","96.0","20.0","34.0","74.0","18.0","96.0","20.0","34.0","74.0","76.0","56.0","36.0","34.0"
"94","6.0","77.0","56.0","36.0","34.0","74.0","18.0","96.0","20.0","26.0","6.0","77.0","56.0","29.0","26.0","6.0","76.0","24.0","29.0","57.0","74.0","18.0","96.0","20.0","26.0","74.0","48.0","70.0","20.0","34.0"
"95","49.0","48.0","96.0","15.0","26.0","6.0","48.0","96.0","15.0","34.0","6.0","18.0","24.0","20.0","34.0","74.0","18.0","56.0","15.0","57.0","6.0","76.0","70.0","20.0","34.0","6.0","18.0","24.0","29.0","57.0"
"96","6.0","77.0","70.0","15.0","34.0","74.0","76.0","96.0","20.0","26.0","6.0","76.0","70.0","36.0","57.0","74.0","76.0","96.0","29.0","57.0","6.0","77.0","24.0","29.0","57.0","6.0","76.0","96.0","36.0","26.0"
"97","6.0","77.0","96.0","36.0","8.0","6.0","18.0","96.0","20.0","34.0","6.0","76.0","56.0","36.0","57.0","6.0","76.0","96.0","20.0","34.0","74.0","18.0","96.0","20.0","57.0","74.0","77.0","56.0","29.0","57.0"
"98","89.0","48.0","56.0","15.0","34.0","74.0","48.0","96.0","36.0","26.0","89.0","18.0","96.0","20.0","26.0","74.0","18.0","24.0","15.0","34.0","74.0","18.0","96.0","20.0","26.0","74.0","48.0","70.0","20.0","8.0"
"99","6.0","77.0","96.0","15.0","34.0","6.0","48.0","96.0","20.0","8.0","6.0","18.0","70.0","36.0","57.0","6.0","18.0","96.0","20.0","34.0","6.0","77.0","70.0","36.0","8.0","89.0","18.0","96.0","20.0","34.0"
"100","6.0","48.0","96.0","29.0","8.0","6.0","18.0","96.0","36.0","26.0","6.0","48.0","24.0","36.0","34.0","6.0","18.0","70.0","36.0","8.0","74.0","76.0","96.0","29.0","8.0","74.0","18.0","56.0","29.0","26.0"
"101","49.0","77.0","56.0","15.0","26.0","6.0","76.0","96.0","15.0","26.0","49.0","18.0","56.0","15.0","57.0","74.0","77.0","70.0","20.0","34.0","6.0","77.0","24.0","36.0","57.0","49.0","76.0","24.0","20.0","57.0"
"102","6.0","76.0","56.0","15.0","34.0","74.0","18.0","56.0","36.0","26.0","6.0","76.0","96.0","36.0","34.0","6.0","76.0","70.0","15.0","26.0","74.0","77.0","56.0","36.0","26.0","74.0","18.0","96.0","20.0","26.0"
"103","49.0","77.0","70.0","15.0","26.0","6.0","77.0","24.0","15.0","34.0","74.0","18.0","56.0","15.0","8.0","49.0","76.0","70.0","20.0","34.0","74.0","77.0","70.0","36.0","57.0","74.0","76.0","24.0","20.0","26.0"
"104","89.0","48.0","96.0","36.0","57.0","74.0","48.0","96.0","15.0","26.0","6.0","48.0","70.0","20.0","34.0","6.0","76.0","96.0","20.0","8.0","74.0","76.0","96.0","36.0","57.0","6.0","18.0","96.0","36.0","57.0"
"105","89.0","48.0","70.0","15.0","8.0","6.0","76.0","70.0","15.0","34.0","6.0","48.0","70.0","36.0","34.0","6.0","18.0","56.0","15.0","26.0","49.0","18.0","96.0","20.0","57.0","6.0","77.0","70.0","15.0","26.0"
"106","6.0","77.0","56.0","15.0","57.0","74.0","18.0","96.0","20.0","34.0","89.0","77.0","70.0","29.0","34.0","6.0","48.0","96.0","15.0","34.0","6.0","76.0","70.0","36.0","57.0","74.0","18.0","70.0","36.0","57.0"
"107","49.0","48.0","96.0","15.0","34.0","74.0","48.0","96.0","36.0","26.0","6.0","18.0","96.0","29.0","34.0","74.0","48.0","70.0","36.0","26.0","74.0","76.0","24.0","36.0","57.0","6.0","76.0","24.0","36.0","57.0"
"108","6.0","76.0","56.0","15.0","8.0","6.0","48.0","96.0","20.0","34.0","6.0","48.0","56.0","15.0","8.0","74.0","18.0","70.0","36.0","26.0","6.0","76.0","56.0","15.0","57.0","74.0","48.0","70.0","36.0","57.0"
"109","49.0","77.0","96.0","29.0","57.0","74.0","76.0","96.0","36.0","26.0","6.0","18.0","96.0","20.0","34.0","74.0","76.0","24.0","20.0","34.0","74.0","76.0","96.0","20.0","34.0","6.0","76.0","24.0","15.0","8.0"
